,datetimes,hoods,prices,bedrooms,bathrooms,sqft,housing_type,laundry,parking,cats,dogs,furnished,titles,descriptions,links
258,2021-05-30 09:49, (Downtown Miami),"$3,600",2BR,2Ba,1300,apartment,w/d in unit,attached garage,none,none,none,*Mint at Riverfront Brickell/Downtown* LARGE 2/2 BedrOOms Open Views,"

QR Code Link to This Post


ALL INCLUSIVE *** WIFI / CABLE / WATER / PARKING ***
THIS SPECTACULAR ENCLOSED 2/2 BEDROOMS WITH VIEWS OF THE RIVER AND BRICKELL SKYLINE.
**FURNISHED OPTION, ASK FOR DETAILS*

1300 sq ft. Living Area
1 Parking Space assigned
Wifi / Cable / Water Included
Asking price : $3,600

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTORS CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, RIVERFRONT,MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-mint-at-riverfront-brickell/7322985267.html
259,2021-05-30 09:49, (Brickell Miami),"$4,600",2BR,2Ba,1290,apartment,w/d in unit,attached garage,none,none,none,*Plaza Brickell* 2/2 Bedroom Great size unit and Layout,"

QR Code Link to This Post


The Plaza 2/2 unit in Brickell

1,290 sq ft. Unit
1 Parking Space
WATER / CABLE included
Asking Rent : $4,600/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-plaza-brickell-2-bedroom-great/7322998080.html
260,2021-05-30 09:49, (Brickell),"$14,600",3BR,2.5Ba,1910,apartment,w/d in unit,attached garage,none,none,none,*SLS Brickell* Private Jacuzzi ROOFTOP UpperPenthouse Furnished 3 Bed,"

QR Code Link to This Post


The Only Upper penthouse at the SLS Brickell Available for rent with a roof top terrace and a hot tub. This fully Furnished residence is move in ready with soaring views of Miami for miles. 15 foot ceilings floor to ceiling windows corner unit will not last.

1,910 sq ft. Living Area
1 Parking included on the rent
WATER WIFI CABLE included
Asking Rent : $14,600/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, RIVERFRONT. EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-sls-brickell-private-jacuzzi/7320569547.html
261,2021-05-30 09:49, (Brickell),"$5,500",2BR,2.5Ba,1400,apartment,w/d in unit,attached garage,none,none,none,*Flatiron Brickell* 2 Bedroom 2.5 bath Huge Balcony,"

QR Code Link to This Post


Spectacular 2 bedroom/ 2.5 baths residence at Brickell Flatiron. Miele appliances, Italian doors, Nest system included and amazing city & Coconut Grove Bay

1,400 sq ft. Living Area
1 Parking included
Asking price : $2,450

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-flatiron-brickell-bedroom-25-bath/7320597534.html
262,2021-05-30 09:49, (Brickell),"$3,700",1BR,1Ba,665,apartment,w/d in unit,attached garage,yes,yes,none,FlatIron Brickell **LARGE 1 Bedroom 1 Bath** GREAT Views & Layout,"

QR Code Link to This Post


Best Location and Best Building in Brickell.Super Luxurious 1 Bedroom and 1.5 Bathrooms unit. Fully equipped with the latest technology MIELE appliances, beautiful flooring, and finishes throughout.
*Furnished Option, 1 Year lease*

665 sq ft. Unit
1 Parking Space ( Valet ) 
Asking Rent : $3,700/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-flatiron-brickell-large-bedroom/7319723525.html
263,2021-05-30 09:49, (Downtown Miami),"$2,029",1BR,1Ba,667,apartment,w/d in unit,attached garage,yes,yes,none,** Downtown DEAL ** Low Deposit PETS Ok Great 1 BEDROOM New Building,"

QR Code Link to This Post


Downtown Special Offer
ONLY $500 Deposit with approved credit
$75 application fee / PETS OK
****** Requirements 14 MONTH Lease ONLY, GOOD Credit ( 700+ ), income verification to show 3X Rent prior rent concession *******

1) $2,185/month and get 1 month rent FREE
OR
2) $2,029/month

667 sq ft
1 Parking included

Asking Rent : 
$1,760/month OR
$2,130/month and get 2 Month free rent

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, 1010. BOND. HEIGHTS. LUX. BISCAYNE BEACH. SLS. CITY CENTRE. VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-downtown-deal-low-deposit-pets-ok/7319757754.html
264,2021-05-30 09:49, (Brickell Miami),"$4,500",2BR,2.5Ba,1400,apartment,w/d in unit,attached garage,none,none,none,**SLS LUX BrIcKeLL* 2 Bedrooms+Den / 2.5 Baths NEW BUILDING,"

QR Code Link to This Post


SLS LUX, Large 2 Bedroom + DEN and 2.5 Baths
**For furnished ask for details/price**

1400 sq ft. Unit
1 Parking Space
Asking Rent : $4,500/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.SLS. LUX. RENTALS. PANORAMA. PARAISO. HOUSE. ISOLA. VIZCAYNE. 50. MARQUIS    ",https://miami.craigslist.org/mdc/apa/d/miami-sls-lux-brickell-bedroomsden-25/7316740764.html
265,2021-05-30 09:49, (Edgewater Miami),"$3,300",1BR,2Ba,885,apartment,w/d in unit,attached garage,none,none,none,**Biscayne Beach** Edgewater WATERVIEW 1 Bedroom 2 Bath,"

QR Code Link to This Post


Large 1 Bedroom / 2 Bath

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR.BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-biscayne-beach-edgewater/7320599617.html
266,2021-05-30 09:49, (Edgewater),"$4,800",2BR,3Ba,1223,apartment,w/d in unit,attached garage,none,none,none,BiscayneBeach 2 Bedroom 3 Bath 2 Parking Edgewater BAYVIEW,"

QR Code Link to This Post


nice layout with private foyer, featuring direct bay view, stainless steel appliances, great amenities in the building , pools, gym, club house , Spa, tennis and basketball courts. 2 covered parking spaces

1,223 sq ft. Unit
Asking Rent : $4,800/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO BROKER/REALTOR CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129    ",https://miami.craigslist.org/mdc/apa/d/miami-biscaynebeach-bedroom-bath/7319672623.html
267,2021-05-30 09:49, (Miami beach),"$15,000",3BR,3Ba,2023,apartment,w/d in unit,attached garage,none,none,yes,** Icon SouthBeach **Furnished OceanView 3 Bedroom  3 Bath,"

QR Code Link to This Post


A true 3 bedroom all with private bathrooms, large closets & water views. One of the largest floorplans in the building with floor to ceiling windows & ample entertainment space including oversized wrap around balcony. Highly desirable unit with ocean to bay views from 22nd floor that provides picturesque sunrises & sunsets. Hotel like amenities with everything at your fingertips from concierge services, valet, on site restaurant, 2 pools and state of the art fitness center. Pet friendly, additional parking available.

2,023 sq ft. Living Area
Asking Rent : $15,000/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTORS CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, RIVERFRONT. EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-beach-icon-southbeach-furnished/7316781063.html
268,2021-05-30 09:49, (Brickell),"$5,500",3BR,3Ba,1710,apartment,w/d in unit,attached garage,none,none,none,*Bond Brickell* Corner 3/3 GreatViews and Layout,"

QR Code Link to This Post


This gorgeous corner unit, has Bay views and city. This unit features: 3 bedroom and 3 Bathroom at the fabulous, The Bond building

1,710 sq ft. Living Area
1 Parking Included
Asking price : $5,500

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, HEIGHTS. SLS. 1010. 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, CITY CENTRE. MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-bond-brickell-corner-3-greatviews/7320560841.html
269,2021-05-30 09:49, (Brickell),"$3,800",2BR,2Ba,1500,apartment,w/d in unit,attached garage,none,none,none,*Icon Brickell* BestLine 2 Bedroom + Den Pool and Bayview,"

QR Code Link to This Post


2bed/2bath 1,500 sq ft unit in luxurious Icon Brickell Tower II
Available 06/15/21

1,500 sq ft. Unit
1 Parking Included
Asking Rent : $3,800/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, 1010. BOND. HEIGHTS. LUX. BISCAYNE BEACH. SLS. CITY CENTRE. VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-icon-brickell-bestline-bedroom/7320628389.html
270,2021-05-30 09:49, (Brickell),"$5,000",1BR,2Ba,1107,apartment,w/d in unit,valet parking,none,none,none,Large Unit 1 Bedroom + Den / 2 Bath * Flatiron Brickell *,"

QR Code Link to This Post


Large 1 Bedroom + Den / 2 Bath at Flatiron

1,107 sq ft. Unit
Asking $5,000/month
1 Valet parking included

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, 1010. BOND. HEIGHTS. LUX. BISCAYNE BEACH. SLS. CITY CENTRE. VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-large-unit-bedroom-den-bath/7320567275.html
271,2021-05-30 09:49, (Brickell),"$2,430",1BR,1Ba,680,apartment,w/d in unit,attached garage,yes,yes,none,*Brickell* Great Deal 1 Bedroom 1 Bath Low Deposit,"

QR Code Link to This Post


****QUICK APPROVAL**** Unit comes unfurnished. 
Deposit of $500 ONLY ( Credit to be 700 +, Income verification to show 3X Rent )

680 sq ft. Unit
Parking = $25
Trash : $15
Asking Rent : $2,430

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, 1010. BOND. HEIGHTS. LUX. BISCAYNE BEACH. SLS. CITY CENTRE. VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-brickell-great-deal-bedroom-bath/7319782664.html
272,2021-05-30 09:49, (Edgewater),"$2,900",2BR,2Ba,1048,apartment,w/d in unit,attached garage,none,none,yes,*Opera Tower* Edgewater FURNISHED 2 Bedroom BAYVIEW,"

QR Code Link to This Post


Fully furnished 2/2 

1,048 sq ft. Unit
1 Parking Space
WATER / CABLE included
Asking Rent : $2,900/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-opera-tower-edgewater-furnished/7319822861.html
273,2021-05-30 09:49, (Edgewater Midtown Miami),"$5,500",3BR,2.5Ba,1500,apartment,w/d in unit,attached garage,none,none,none,*Bay hOUSE edGEwater* PRIVATE Elevator 3/3 BedROOm 180* OceanViews,"

QR Code Link to This Post


New condominium in Edgewater 3Bed and 3 Bathrooms. unit comes with top of the line kitchen finishes and S appliances, Minutes away from Brickell, Miami Beach, Design District, Wynwood Arts, Midtown and Miami International Airport.

1500 sq ft. Unit
WATER / Cable/Internet included
Asking Rent : $5,500/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO BROKER/REALTOR CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129    ",https://miami.craigslist.org/mdc/apa/d/bay-house-edgewater-private-elevator-3/7319666784.html
274,2021-05-30 09:48, (Brickell),"$7,000",2BR,2.5Ba,1369,apartment,w/d in unit,attached garage,none,none,none,Huge Balvony *Flatiron Brickell* 2 Bedroom 2.5 Bath great POOL View,"

QR Code Link to This Post


Live in one of Miami's tallest tower, the tallest residential condo building south of New York. This highly anticipated luxury building by Italian developer Ugo Colombo is outfitted with Miele appliances, includes two pools, club house, spa and more!

1,369  sq ft. Unit
1 Parking Space
Asking Rent : $7,000/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.MARQUIS. TEN PARK. CITY CENTRE. BOND. SLS. LUX. HEIGHTS.
",https://miami.craigslist.org/mdc/apa/d/miami-huge-balvony-flatiron-brickell/7316814267.html
