id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
486,2021-06-04 15:07:00,SOMA / South Beach,2500,1,1.0,487.0,apartment,laundry in bldg,detached garage,no,no,yes,Junior one bedroom loft available in the Clocktower building,"Beautifully renovated loft at the Clocktower building + 12ft ceiling with an expansive network of wooden beams and industrial pipes+ Custom-made modern murphy bed and an additional bed in the loft space+ Completely renovated kitchen with modern appliances+ Spacious bathroom with newly installed frameless glass bathtub door+ Assigned detached parking space and free in-building laundryThe building is conveniently located next to South Park, at the center the tech startup hub of San Francisco. Close to downtown shopping areas, freeways (80, 280, 101), public transportations, grocery stores, restaurants/pubs and entertainment venues in SOMA.Lease terms+ Furnished (preferred) /unfurnished (optional)+ Yearly+ No pets or smoking allowed+ Renter's insurance required for the entire lease time+ Application fee for background check ($40)Tenants are responsible for: + HOA move-in/out fee (USD 500 per move)+ Move-out cleaning fee+ Monthly rent due at the first day of each calendar month+ Security deposit: last month rent and 1.5X monthly rent    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-junior-one-bedroom-loft/7329606955.html
487,2021-06-04 15:07:00,Marina / Cow Hollow,4295,2,2.0,,apartment,w/d in unit,attached garage,yes,no,no,1 block from Union St | Prking Available | w/d in-unit,"2754 PierceNeighborhood Info: Pacific Heights, 1 block from Union street shopping/restaurantsCross Streets: Green/PierceFloor Surface: HardwoodRange: GasUtilities Included: Trash, Water, Heat via radiatorLaundry: In-unitParking: Garage space, $295/moLease Term: One Year MinimumSecurity Deposit: 1/2 month's rentPets: Cats only with additional $250 pet deposit | Service dogs permittedSHOWINGS BY APPOINTMENT ONLYOFFERED BY:WM Properties, Inc.wmeyer.comDRE LIC. 01235912 ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-block-from-union-st/7327537916.html
488,2021-06-04 15:07:00,Lower Pac Hts,5995,3,2.0,,apartment,w/d in unit,street parking,yes,no,no,@ Fillmore Street | W/D in-unit | A/C | Patio | Tandem Prking Availabl,"2534 WashingtonPacific Heights | 3BD/2BAWATCH A VIDEO OF THE UNIT ON OUR WEBSITE HERE:https://www.wmeyer.com/2534-washington---3bd2ba.htmlNeighborhood Info: Pacific Heights, half block from Fillmore StreetUnit Bonus: The unit is similar to a townhouse in that there are no other units above or below and has own private entrance. It is an end unit with windows on three sides.Cross Streets: Fillmore/SteinerStyle: GeorgianFloor Surface: Hardwood, High CeilingsRange: GasDishwasher: YesUtilities Included: Trash, waterLaundry: In-UnitTandem parking $250/moCentral Heating & Cooling (A/C)Semi-private patioWindow Covers: BlindsLease Term: One Year MinimumSecurity Deposit: Half month's rentPets: Cats with additional $250 pet deposit and service animals permittedSHOWINGS BY APPOINTMENT ONLYOFFERED BY:WM Properties, Inc.wmeyer.comDRE LIC. 01235912 ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fillmore-street-d-in-unit/7328076642.html
489,2021-06-04 15:07:00,Marina / Cow Hollow,4695,2,2.0,,apartment,w/d in unit,attached garage,yes,no,no,1 block from Union St | Den/Office | Prking Available | w/d in unit,"2754 PierceNeighborhood Info: Pacific Heights, 1 block from Union street shopping/restaurantsCross Streets: Green/PierceFloor Surface: HardwoodDining areaLIVING ROOM, EASILY CONVERTS TO 3RD BEDROOMDen/OfficeRange: GasDishwasher: YesUtilities Included: Trash, Water, Heat via radiatorLaundry: In-unitParking: Garage space, $295/moLease Term: One Year MinimumSecurity Deposit: 1/2 month's rentPets: Cats only with additional $250 pet deposit | Service dogs permittedSHOWINGS BY APPOINTMENT ONLYOFFERED BY:WM Properties, Inc.wmeyer.comshow contact info telDRE LIC. 01235912 ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-block-from-union-st-den/7317846225.html
490,2021-06-04 15:07:00,Sunset / Parkside,2950,2,2.0,,in-law,w/d in unit,street parking,no,no,no,Modern-Flexible 2 or 3 beds/2baths/laundry/Yard,"MUST SEE! Like Brand New! This is Garden level with flexible floor plan, 2 beds or 3 beds and 2 baths.  You can use 3rd bedroom as living room.Other Features:* Spacious and bright* Master bedroom 12'x14' with private bathroom, double vanity* 2nd bedroom or use as Living room 13' x 11' facing yard* 3rd bedroom 9'x11'* Laminate floors in bedrooms* Eat-in modern kitchen 14'x9' with electric cooktop, portable oven, Bosch dishwasher, Microwave hood, and refrigerator* Separate gated front door with private door bell* Tenants pay utility* In-unit Washer and dryer* Large flat Yard- shared* Street parking only, very easy to findPerfect location, walking distance to parks, Ocean Beach, restaurants, shops, school, etcNearby UCSF, Golden Gate Park, SFSU, CCSF, West Portal, Stonestown, Lake Shore Plaza, tennis courts, swimming pool, playground. Ocean beachTransportation (Muni lines N, 18, 28, 29, 66,71,etc). Easy access to HWY 280/101/35.2 blocks walk to Safeway and restaurants1 blocks walk to N-Judah3 blocks walk to Golden Gate ParkSecurity deposit: $4000Lease: 12 monthsMove-in date: Vacant now!    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-flexible-or-beds/7331890649.html
491,2021-06-04 15:06:00,Richmond / Seacliff,1650,1,1.0,,apartment,laundry in bldg,street parking,no,no,no,Modern -One bedroom w/ Free Laundry/ Yard,"MUST SEE!  This is the Garden unit with 8 ft. high ceiling throughout.  You can indulge in all custom-built unit!  Quiet building with respectful tenants living on top.Other Features: * Bedroom size 10 x 9, with window facing the garden* Bathroom has full tub* Laminate floors in bedroom* Kitchenette only, with white Quartz Counters, sink, microwave hood, electric induction burners.* Gated front door * Tenants pay all utilities: Water, PGE, Internet etc…* Free Laundry on site* Large landscaped backyard available to enjoy-shared with other Tenants* Street parking only* No smoking, no marijuana on the premise including yard* No pets * Max 2 people* International students welcome!Perfect location, walking distance to parks, restaurants, shops, school, etcNearby CPMC, Kaiser, USF, Golden Gate Park, swimming pool, playground, Transportation (Muni lines 38, 31, 2, 1, 5,etc). Easy access to HWY 280/101. 1 block Walk to Geary Blvd, Starbucks, restaurants, banks, and playgrounds.1 blocks Walk to MUNINearby Hi-Tech Bus stop-by on Geary Blvd.Security deposit: $2,500Lease: 1 year leaseMove-in date: June 1st or negotiableIf interested, please prepare:Recent credit report with score, all pages Recent 30 days pay-stub, if self-employed- recent Tax returnsRecent 30 days bank statement to show reservesCopy of IDProof of rental payment for last 3 monthsAny previous rental references    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-one-bedroom-free/7331891268.html
492,2021-06-04 15:06:00,Lower Pac Hts,2737,1,1.0,625.0,apartment,laundry on site,attached garage,yes,yes,no,A Legendary Jazz Era Neighborhood,"VIEW OUR WEBSITE: limited specials, vacant available ready for move in the next 10 days!Special offers here: http://www.2000post.com2000 Post, managed by UDR2000 Post StreetSan Francisco, CA 94115show contact info2000 Post offers remarkable amenities, premier resident services and expressive apartment homes in lower pacific heights, home of a rich musical history.Pricing may vary based on lease terms, move-in date, availability, and is subject to change at any time. Offered prices are for base rent only as other changes, fees, terms, and conditions may apply. Square footage, amenities, and floor plan listed may vary between individual units and are subject to availability. Deposits may fluctuate based on credit, rental history, income, and other qualifying standards. Occupancy guidelines may apply. Equal housing opportunity provider. Photos are representative of our community, and may not be the exact home advertised. Please reach us to view and select your new home!This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.Your favorite venue just got an encore! 2000 Post now features renovations that will be sure to enhance your Bay Area lifestyle! Work out in our state-of-the-art fitness center or host your friends at our resident lounge and completely renovated pool deck and spa. Our lush courtyards with BBQ grills are sure to be your favorite place for a pre-concert bite to eat. Enjoy our San Francisco apartment homes in a wide variety of floor plans-studios, one and two bedrooms with large windows so you can enjoy the beautiful views of Alamo Square in one direction and Twin Peaks in the other. Apartments feature large closets, sleek lighting, and thoughtful finishes, including granite countertops in the kitchen. We're just steps away from the Fillmore District and a quick drive to 101 and I-80. VIEW OUR WEBSITE:http://www.2000post.comCommunity Features* Minutes from Restaurants, Shopping, and Much More* WiFi Access* Bike Racks* Sun Deck* Swimming Pool* Laundry Care Center* Disability Access* Controlled Access* Car Share Program Onsite* EV Charging* Elevator* Dry Cleaning and Laundry Service* Guest Parking* Garage Parking* Smoke Free Community* Spa* Our prices can change daily, price listed is based on today's availability. Call for details.* After-Hours Emergency Maintenance* Fitness Studio* Easy Access to Public Transportation* Community Kitchen* Credit Cards Accepted* TV Lounge* Billiards* Non Smoking Community* Reserved Parking* Package Acceptance* Landscaped Courtyards* Community Lounge* Extra Storage* Professionally Managed* Outdoor Grill Area[#8516216]",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-legendary-jazz-era/7331891156.html
493,2021-06-04 15:05:00,Richmond / Seacliff,2250,2,1.0,,in-law,laundry in bldg,street parking,yes,no,no,Remodel In-law 2 beds/ 1 baths/ yard/ laundry,"MUST SEE! Perfect location!  Garden unitOther Features:* Both Bedrooms with window facing the garden* Bedroom 1 size: 8.9 x 10.5* Bedroom 2 size: 8.5 x 9.5* Living area size: 12.5 x11* Bathroom has shower only* Laminate floor throughout* Gated front door* Tenants pay all utilities: Water, PGE, Cable, Internet, etc...* Free Laundry on site* Large landscaped backyard available to enjoy-shared with upstairs Tenants* Street parking only* No smoking, no marijuana on the premise including yard* Pets with pet deposit* International students welcome!Perfect location, walking distance to parks, restaurants, shops, school, etcNearby CPMC, Kaiser, USF, Golden Gate Park, swimming pool, playground,Transportation (Muni lines 38, 31, 2, 1, 5,etc). Easy access to HWY 280/101.2 block Walk to Geary Blvd, Starbucks, restaurants, banks, and playgrounds.1 blocks Walk to MUNINearby Hi-Tech Bus stop-by on Geary Blvd.Security deposit: $2,500Lease: 1 year leaseMove-in date: Anytime, vacant nowIf interested, please prepare:Recent credit report with score, all pagesRecent 30 days pay-stub, if self-employedRecent 30 days bank statement to show reservesCopy of IDProof of rent payment for last 3 monthsAny previous rental references    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodel-in-law-beds-baths/7331890773.html
494,2021-06-04 15:02:00,Bayview,4495,3,2.0,1105.0,apartment,laundry on site,no parking,no,no,no,1657 & 1659 La Salle Ave Duplex,"Spacious and updated unit located in the Bayview district, conveniently located by 3rd Street, close to cafe shops, restaurants, super market, train station, bus stop, library, community opera house, nursery and more. Downstairs unit in a duplex building, offers new flooring and fresh painted walls throughout.  Gated premises with common area backyard, storage and washer/dryer.Each unit rent is $4495. Section 8 welcome.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-la-salle-ave-duplex/7331889308.html
495,2021-06-04 15:02:00,Lower Pac Hts,3695,2,1.0,850.0,apartment,laundry on site,street parking,yes,yes,no,Newly renovated 2x1 great location!,"Newly renovated two bedroom located in the heart of Pacific Heights with bay window and much more!*Beautiful Residential Pacific Heights neighborhood*Rent Controlled Building *Hardwood floors throughout*Bay window*Upscale stainless kitchen w/ dishwasher, gas stove and microwave*Remodeled bathroom with high quality finishes and shower over tub*Spacious living room area with high ceilings*Laundry on-site*Street parking not difficult with a residential permit*Cats and small to medium sized dogs allowed with pet rent and increased depositLease Terms:$3695/Month$1000/DepositLease Length: One YearConveniently located near restaurants, cafes, and shopping. There is a Whole Foods and Trader Joes nearby. Walk to Lafayette Park, Alta Plaza Park, Fillmore St and the Marina. Easy access to public transportation and quickly accessible to 101.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-2x1-great/7319604694.html
